file,classes,functions
.venv/Lib/site-packages/pandas/tests/tslibs/test_period.py,TestExtractOrdinals,get_freq_code;test_intra_day_conversion_factors;test_period_ordinal_start_values;test_period_ordinal_week;test_period_ordinal_business_day;test_get_period_field_array_raises_on_out_of_range
.venv/Lib/site-packages/pandas/tests/tslibs/test_resolution.py,,test_get_resolution_nano;test_get_resolution_non_nano_data;test_get_attrname_from_abbrev;test_units_A_H_T_S_L_U_N_deprecated_from_attrname_to_abbrevs
.venv/Lib/site-packages/pandas/tests/tslibs/test_strptime.py,TestArrayStrptimeResolutionInference,
.venv/Lib/site-packages/pandas/tests/tslibs/test_timedeltas.py,TestArrayToTimedelta64,test_delta_to_nanoseconds;test_delta_to_nanoseconds_error;test_delta_to_nanoseconds_td64_MY_raises;test_unsupported_td64_unit_raises;test_huge_nanoseconds_overflow;test_kwarg_assertion;test_ints_to_pytimedelta;test_ints_to_pytimedelta_unsupported
.venv/Lib/site-packages/pandas/tests/tslibs/test_timezones.py,,test_is_utc;test_cache_keys_are_distinct_for_pytz_vs_dateutil;test_tzlocal_repr;test_tzlocal_maybe_get_tz;test_tzlocal_offset;test_tzlocal_is_not_utc;test_tz_compare_utc;infer_setup;test_infer_tz_compat;test_infer_tz_utc_localize;test_infer_tz_mismatch;test_maybe_get_tz_invalid_types;test_maybe_get_tz_offset_only
.venv/Lib/site-packages/pandas/tests/tslibs/test_to_offset.py,,test_to_offset;test_to_offset_negative;test_to_offset_invalid;test_to_offset_no_evaluate;test_to_offset_tuple_unsupported;test_to_offset_whitespace;test_to_offset_leading_zero;test_to_offset_leading_plus;test_to_offset_pd_timedelta;test_anchored_shortcuts;test_to_offset_lowercase_frequency_deprecated;test_to_offset_uppercase_frequency_deprecated
.venv/Lib/site-packages/pandas/tests/tslibs/test_tzconversion.py,TestTZLocalizeToUTC,
.venv/Lib/site-packages/pandas/tests/util/__init__.py,,
.venv/Lib/site-packages/pandas/tests/util/conftest.py,,check_dtype;check_exact;check_index_type;rtol;check_categorical
.venv/Lib/site-packages/pandas/tests/util/test_assert_almost_equal.py,,_assert_almost_equal_both;_assert_not_almost_equal;_assert_not_almost_equal_both;test_assert_almost_equal_numbers;test_assert_not_almost_equal_numbers;test_assert_almost_equal_numbers_atol;test_assert_not_almost_equal_numbers_atol;test_assert_almost_equal_numbers_rtol;test_assert_not_almost_equal_numbers_rtol;test_assert_almost_equal_complex_numbers;test_assert_not_almost_equal_complex_numbers;test_assert_almost_equal_numbers_with_zeros;test_assert_not_almost_equal_numbers_with_zeros;test_assert_not_almost_equal_numbers_with_mixed;test_assert_almost_equal_edge_case_ndarrays;test_assert_almost_equal_sets;test_assert_almost_not_equal_sets;test_assert_almost_equal_dicts;test_assert_not_almost_equal_dicts;test_assert_almost_equal_dict_like_object;test_assert_almost_equal_strings;test_assert_not_almost_equal_strings;test_assert_almost_equal_iterables;test_assert_not_almost_equal_iterables;test_assert_almost_equal_null;test_assert_not_almost_equal_null;test_assert_almost_equal_inf;test_mismatched_na_assert_almost_equal_deprecation;test_assert_not_almost_equal_inf;test_assert_almost_equal_pandas;test_assert_almost_equal_object;test_assert_almost_equal_value_mismatch;test_assert_almost_equal_class_mismatch;test_assert_almost_equal_value_mismatch1;test_assert_almost_equal_value_mismatch2;test_assert_almost_equal_value_mismatch3;test_assert_almost_equal_value_mismatch4;test_assert_almost_equal_shape_mismatch_override;test_assert_almost_equal_unicode;test_assert_almost_equal_timestamp;test_assert_almost_equal_iterable_length_mismatch;test_assert_almost_equal_iterable_values_mismatch;test_assert_almost_equal_array_nested
.venv/Lib/site-packages/pandas/tests/util/test_assert_attr_equal.py,,test_assert_attr_equal;test_assert_attr_equal_different_nulls
.venv/Lib/site-packages/pandas/tests/util/test_assert_categorical_equal.py,,test_categorical_equal;test_categorical_equal_order_mismatch;test_categorical_equal_categories_mismatch;test_categorical_equal_codes_mismatch;test_categorical_equal_ordered_mismatch;test_categorical_equal_object_override
.venv/Lib/site-packages/pandas/tests/util/test_assert_extension_array_equal.py,,test_assert_extension_array_equal_not_exact;test_assert_extension_array_equal_less_precise;test_assert_extension_array_equal_dtype_mismatch;test_assert_extension_array_equal_missing_values;test_assert_extension_array_equal_non_extension_array;test_assert_extension_array_equal_ignore_dtype_mismatch;test_assert_extension_array_equal_time_units
.venv/Lib/site-packages/pandas/tests/util/test_assert_frame_equal.py,,by_blocks_fixture;obj_fixture;_assert_frame_equal_both;test_frame_equal_row_order_mismatch;test_frame_equal_shape_mismatch;test_frame_equal_index_dtype_mismatch;test_empty_dtypes;test_frame_equal_index_mismatch;test_frame_equal_columns_mismatch;test_frame_equal_block_mismatch;test_frame_equal_unicode;test_assert_frame_equal_extension_dtype_mismatch;test_assert_frame_equal_interval_dtype_mismatch;test_assert_frame_equal_ignore_extension_dtype_mismatch;test_assert_frame_equal_ignore_extension_dtype_mismatch_cross_class;test_assert_frame_equal_datetime_like_dtype_mismatch;test_allows_duplicate_labels;test_assert_frame_equal_columns_mixed_dtype;test_frame_equal_extension_dtype;test_frame_equal_mixed_dtypes;test_assert_frame_equal_check_like_different_indexes;test_assert_frame_equal_checking_allow_dups_flag;test_assert_frame_equal_check_like_categorical_midx;test_assert_frame_equal_ea_column_definition_in_exception_mask;test_assert_frame_equal_ea_column_definition_in_exception;test_assert_frame_equal_ts_column;test_assert_frame_equal_set;test_assert_frame_equal_set_mismatch
.venv/Lib/site-packages/pandas/tests/util/test_assert_index_equal.py,,test_index_equal_levels_mismatch;test_index_equal_values_mismatch;test_index_equal_length_mismatch;test_index_equal_class;test_int_float_index_equal_class_mismatch;test_range_index_equal_class_mismatch;test_index_equal_values_close;test_index_equal_values_less_close;test_index_equal_values_too_far;test_index_equal_value_order_mismatch;test_index_equal_level_values_mismatch;test_index_equal_names;test_index_equal_category_mismatch;test_index_equal_range_categories;test_assert_index_equal_different_inferred_types;test_assert_index_equal_different_names_check_order_false;test_assert_index_equal_mixed_dtype;test_assert_index_equal_ea_dtype_order_false;test_assert_index_equal_object_ints_order_false;test_assert_ea_index_equal_non_matching_na;test_assert_multi_index_dtype_check_categorical
.venv/Lib/site-packages/pandas/tests/util/test_assert_interval_array_equal.py,,test_interval_array_equal;test_interval_array_equal_closed_mismatch;test_interval_array_equal_periods_mismatch;test_interval_array_equal_end_mismatch;test_interval_array_equal_start_mismatch
.venv/Lib/site-packages/pandas/tests/util/test_assert_numpy_array_equal.py,,test_assert_numpy_array_equal_shape_mismatch;test_assert_numpy_array_equal_bad_type;test_assert_numpy_array_equal_class_mismatch;test_assert_numpy_array_equal_value_mismatch1;test_assert_numpy_array_equal_value_mismatch2;test_assert_numpy_array_equal_value_mismatch3;test_assert_numpy_array_equal_value_mismatch4;test_assert_numpy_array_equal_value_mismatch5;test_assert_numpy_array_equal_value_mismatch6;test_assert_numpy_array_equal_shape_mismatch_override;test_numpy_array_equal_unicode;test_numpy_array_equal_object;test_numpy_array_equal_copy_flag;test_numpy_array_equal_contains_na;test_numpy_array_equal_identical_na;test_numpy_array_equal_different_na
.venv/Lib/site-packages/pandas/tests/util/test_assert_produces_warning.py,TestFalseOrNoneExpectedWarning,category;pair_different_warnings;f;test_assert_produces_warning_honors_filter;test_catch_warning_category_and_match;test_fail_to_match_runtime_warning;test_fail_to_match_future_warning;test_fail_to_match_resource_warning;test_fail_to_catch_actual_warning;test_ignore_extra_warning;test_raise_on_extra_warning;test_same_category_different_messages_first_match;test_same_category_different_messages_last_match;test_match_multiple_warnings;test_right_category_wrong_match_raises;test_raises_during_exception;test_passes_during_exception
.venv/Lib/site-packages/pandas/tests/util/test_assert_series_equal.py,,_assert_series_equal_both;_assert_not_series_equal;_assert_not_series_equal_both;test_series_equal;test_series_not_equal_value_mismatch;test_series_not_equal_metadata_mismatch;test_less_precise;test_series_equal_index_dtype;test_series_equal_order_mismatch;test_series_equal_index_mismatch;test_series_invalid_param_combination;test_series_equal_length_mismatch;test_series_equal_numeric_values_mismatch;test_series_equal_categorical_values_mismatch;test_series_equal_datetime_values_mismatch;test_series_equal_categorical_mismatch;test_assert_series_equal_extension_dtype_mismatch;test_assert_series_equal_interval_dtype_mismatch;test_series_equal_series_type;test_series_equal_exact_for_nonnumeric;test_assert_series_equal_ignore_extension_dtype_mismatch;test_assert_series_equal_ignore_extension_dtype_mismatch_cross_class;test_allows_duplicate_labels;test_assert_series_equal_identical_na;test_identical_nested_series_is_equal;test_check_dtype_false_different_reso;test_large_unequal_ints;test_ea_and_numpy_no_dtype_check;test_assert_series_equal_int_tol;test_assert_series_equal_index_exact_default
.venv/Lib/site-packages/pandas/tests/util/test_deprecate.py,,new_func;new_func_no_docstring;new_func_wrong_docstring;new_func_with_deprecation;test_deprecate_ok;test_deprecate_no_docstring;test_deprecate_wrong_docstring
.venv/Lib/site-packages/pandas/tests/util/test_deprecate_kwarg.py,,_f1;_f2;_f3_mapping;_f3;test_deprecate_kwarg;test_dict_deprecate_kwarg;test_missing_deprecate_kwarg;test_callable_deprecate_kwarg;test_callable_deprecate_kwarg_fail;test_bad_deprecate_kwarg;_f4;test_deprecate_keyword
.venv/Lib/site-packages/pandas/tests/util/test_deprecate_nonkeyword_arguments.py,Foo,f;test_f_signature;test_one_argument;test_one_and_one_arguments;test_two_arguments;test_two_and_two_arguments;test_three_arguments;test_four_arguments;test_three_arguments_with_name_in_warning;g;test_g_signature;test_one_and_three_arguments_default_allowed_args;test_three_arguments_default_allowed_args;test_three_positional_argument_with_warning_message_analysis;h;test_h_signature;test_all_keyword_arguments;test_one_positional_argument;test_one_positional_argument_with_warning_message_analysis;i;test_i_signature;test_foo_signature;test_class
.venv/Lib/site-packages/pandas/tests/util/test_doc.py,,cumsum;cumavg;cummax;cummin;test_docstring_formatting;test_docstring_appending;test_doc_template_from_func;test_inherit_doc_template
.venv/Lib/site-packages/pandas/tests/util/test_hashing.py,,series;index;test_consistency;test_hash_array;test_hash_array_mixed;test_hash_array_errors;test_hash_array_index_exception;test_hash_tuples;test_hash_tuples_err;test_multiindex_unique;test_multiindex_objects;test_hash_pandas_object;test_hash_pandas_object_diff_index_non_empty;test_hash_pandas_index;test_hash_pandas_series;test_hash_pandas_series_diff_index;test_hash_pandas_empty_object;test_categorical_consistency;test_categorical_with_nan_consistency;test_pandas_errors;test_hash_keys;test_df_hash_keys;test_df_encoding;test_invalid_key;test_already_encoded;test_alternate_encoding;test_same_len_hash_collisions;test_hash_collisions;test_hash_with_tuple;test_hashable_tuple_args;test_hash_object_none_key
.venv/Lib/site-packages/pandas/tests/util/test_numba.py,,test_numba_not_installed_option_context
.venv/Lib/site-packages/pandas/tests/util/test_rewrite_warning.py,,test_rewrite_warning
.venv/Lib/site-packages/pandas/tests/util/test_shares_memory.py,,test_shares_memory_interval;test_shares_memory_string
.venv/Lib/site-packages/pandas/tests/util/test_show_versions.py,,test_show_versions;test_show_versions_console_json;test_show_versions_console;test_json_output_match
.venv/Lib/site-packages/pandas/tests/util/test_util.py,,test_numpy_err_state_is_default;test_convert_rows_list_to_csv_str;test_datapath_missing;test_datapath;test_external_error_raised;test_is_sorted
.venv/Lib/site-packages/pandas/tests/util/test_validate_args.py,,_fname;test_bad_min_fname_arg_count;test_bad_arg_length_max_value_single;test_bad_arg_length_max_value_multiple;test_not_all_defaults;test_validation
.venv/Lib/site-packages/pandas/tests/util/test_validate_args_and_kwargs.py,,_fname;test_invalid_total_length_max_length_one;test_invalid_total_length_max_length_multiple;test_missing_args_or_kwargs;test_duplicate_argument;test_validation
.venv/Lib/site-packages/pandas/tests/util/test_validate_inclusive.py,,test_invalid_inclusive;test_valid_inclusive
.venv/Lib/site-packages/pandas/tests/util/test_validate_kwargs.py,,_fname;test_bad_kwarg;test_not_all_none;test_validation;test_validate_bool_kwarg_fail;test_validate_bool_kwarg
.venv/Lib/site-packages/pandas/tests/window/__init__.py,,
.venv/Lib/site-packages/pandas/tests/window/conftest.py,,raw;arithmetic_win_operators;center;min_periods;parallel;nogil;nopython;adjust;ignore_na;numeric_only;engine;engine_and_raw;halflife_with_times;series;frame;step
.venv/Lib/site-packages/pandas/tests/window/moments/__init__.py,,
.venv/Lib/site-packages/pandas/tests/window/moments/conftest.py,,create_series;create_dataframes;is_constant;consistent_data;series_data;all_data;min_periods
.venv/Lib/site-packages/pandas/tests/window/moments/test_moments_consistency_ewm.py,,create_mock_weights;create_mock_series_weights;test_ewm_consistency_mean;test_ewm_consistency_consistent;test_ewm_consistency_var_debiasing_factors;test_moments_consistency_var;test_moments_consistency_var_constant;test_ewm_consistency_std;test_ewm_consistency_series_cov_corr
.venv/Lib/site-packages/pandas/tests/window/moments/test_moments_consistency_expanding.py,,no_nans;all_na;test_expanding_apply_consistency_sum_nans;test_moments_consistency_var;test_moments_consistency_var_constant;test_expanding_consistency_var_std_cov;test_expanding_consistency_series_cov_corr;test_expanding_consistency_mean;test_expanding_consistency_constant;test_expanding_consistency_var_debiasing_factors
.venv/Lib/site-packages/pandas/tests/window/moments/test_moments_consistency_rolling.py,,no_nans;all_na;rolling_consistency_cases;test_rolling_apply_consistency_sum;test_moments_consistency_var;test_moments_consistency_var_constant;test_rolling_consistency_var_std_cov;test_rolling_consistency_series_cov_corr;test_rolling_consistency_mean;test_rolling_consistency_constant;test_rolling_consistency_var_debiasing_factors
.venv/Lib/site-packages/pandas/tests/window/test_api.py,,test_getitem;test_select_bad_cols;test_attribute_access;tests_skip_nuisance;test_sum_object_str_raises;test_agg;test_multi_axis_1_raises;test_agg_apply;test_agg_consistency;test_agg_nested_dicts;test_count_nonnumeric_types;test_preserve_metadata;test_multiple_agg_funcs;test_dont_modify_attributes_after_methods;test_centered_axis_validation;test_rolling_min_min_periods;test_rolling_max_min_periods
.venv/Lib/site-packages/pandas/tests/window/test_apply.py,,f;test_rolling_apply_invalid_raw;test_rolling_apply_out_of_bounds;test_rolling_apply_with_pandas_objects;test_rolling_apply;test_all_apply;test_ragged_apply;test_invalid_engine;test_invalid_engine_kwargs_cython;test_invalid_raw_numba;test_rolling_apply_args_kwargs;test_nans;test_center;test_series;test_frame;test_time_rule_series;test_time_rule_frame;test_min_periods;test_center_reindex_series;test_center_reindex_frame;test_axis1
.venv/Lib/site-packages/pandas/tests/window/test_base_indexer.py,,test_bad_get_window_bounds_signature;test_expanding_indexer;test_indexer_constructor_arg;test_indexer_accepts_rolling_args;test_rolling_forward_window;test_rolling_forward_skewness;test_rolling_forward_cov_corr;test_non_fixed_variable_window_indexer;test_variableoffsetwindowindexer_not_dti;test_variableoffsetwindowindexer_not_offset;test_fixed_forward_indexer_count;test_indexer_quantile_sum;test_indexers_are_reusable_after_groupby_rolling;test_fixed_forward_indexer_bounds;test_rolling_groupby_with_fixed_forward_specific;test_rolling_groupby_with_fixed_forward_many;test_unequal_start_end_bounds;test_unequal_bounds_to_object
.venv/Lib/site-packages/pandas/tests/window/test_cython_aggregations.py,,_get_rolling_aggregations;rolling_aggregation;test_rolling_aggregation_boundary_consistency;test_rolling_aggregation_with_unused_elements
.venv/Lib/site-packages/pandas/tests/window/test_dtypes.py,,get_dtype;dtypes;test_series_dtypes;test_series_nullable_int;test_dataframe_dtypes
.venv/Lib/site-packages/pandas/tests/window/test_ewm.py,,test_doc_string;test_constructor;test_ewma_times_not_datetime_type;test_ewma_times_not_same_length;test_ewma_halflife_not_correct_type;test_ewma_halflife_without_times;test_ewma_with_times_equal_spacing;test_ewma_with_times_variable_spacing;test_ewm_with_nat_raises;test_ewm_with_times_getitem;test_ewm_getitem_attributes_retained;test_ewma_times_adjust_false_raises;test_float_dtype_ewma;test_times_string_col_raises;test_ewm_sum_adjust_false_notimplemented;test_ewm_sum;test_ewma_adjust;test_ewma_cases;test_ewma_nan_handling;test_ewma_nan_handling_cases;test_ewm_alpha;test_ewm_domain_checks;test_ew_empty_series;test_ew_min_periods;test_ewm_corr_cov;test_ewm_corr_cov_min_periods;test_different_input_array_raise_exception;test_ewma_series;test_ewma_frame;test_ewma_span_com_args;test_ewma_halflife_arg;test_ewm_alpha_arg;test_ewm_pairwise_cov_corr;test_numeric_only_frame;test_numeric_only_corr_cov_frame;test_numeric_only_series;test_numeric_only_corr_cov_series
.venv/Lib/site-packages/pandas/tests/window/test_expanding.py,,test_doc_string;test_constructor;test_constructor_invalid;test_empty_df_expanding;test_missing_minp_zero;test_expanding_axis;test_expanding_count_with_min_periods;test_expanding_count_default_min_periods_with_null_values;test_expanding_count_with_min_periods_exceeding_series_length;test_iter_expanding_dataframe;test_iter_expanding_series;test_center_invalid;test_expanding_sem;test_expanding_skew_kurt_numerical_stability;test_rank;test_expanding_corr;test_expanding_count;test_expanding_quantile;test_expanding_cov;test_expanding_cov_pairwise;test_expanding_corr_pairwise;test_expanding_func;test_expanding_min_periods;test_expanding_apply;test_expanding_min_periods_apply;test_moment_functions_zero_length_pairwise;test_moment_functions_zero_length;test_expanding_apply_empty_series;test_expanding_apply_min_periods_0;test_expanding_cov_diff_index;test_expanding_corr_diff_index;test_expanding_cov_pairwise_diff_length;test_expanding_corr_pairwise_diff_length;test_expanding_apply_args_kwargs;test_numeric_only_frame;test_numeric_only_corr_cov_frame;test_numeric_only_series;test_numeric_only_corr_cov_series;test_keyword_quantile_deprecated
.venv/Lib/site-packages/pandas/tests/window/test_groupby.py,TestRolling;TestExpanding;TestEWM,times_frame;roll_frame;test_rolling_corr_with_single_integer_in_index;test_rolling_corr_with_tuples_in_index
.venv/Lib/site-packages/pandas/tests/window/test_numba.py,TestEngine;TestEWM;TestTableMethod,method;arithmetic_numba_supported_operators;test_use_global_config;test_invalid_kwargs_nopython;test_npfunc_no_warnings
.venv/Lib/site-packages/pandas/tests/window/test_online.py,TestEWM,
.venv/Lib/site-packages/pandas/tests/window/test_pairwise.py,TestPairwise,pairwise_frames;pairwise_target_frame;pairwise_other_frame;test_rolling_cov;test_rolling_corr;test_rolling_corr_bias_correction;test_rolling_pairwise_cov_corr;test_flex_binary_frame;test_rolling_corr_with_zero_variance;test_corr_sanity;test_rolling_cov_diff_length;test_rolling_corr_diff_length;test_rolling_functions_window_non_shrinkage_binary;test_moment_functions_zero_length_pairwise
.venv/Lib/site-packages/pandas/tests/window/test_rolling.py,,test_doc_string;test_constructor;test_invalid_constructor;test_freq_window_not_implemented;test_step_not_implemented_for_cov_corr;test_constructor_with_timedelta_window;test_constructor_timedelta_window_and_minperiods;test_closed_fixed;test_datetimelike_centered_selections;test_datetimelike_centered_offset_covers_all;test_datetimelike_nonunique_index_centering;test_variable_window_nonunique;test_variable_offset_window_nonunique;test_even_number_window_alignment;test_closed_fixed_binary_col;test_closed_empty;test_closed_one_entry;test_closed_one_entry_groupby;test_closed_min_max_datetime;test_closed_uneven;test_closed_min_max_minp;test_closed_median_quantile;tests_empty_df_rolling;test_empty_window_median_quantile;test_missing_minp_zero;test_missing_minp_zero_variable;test_multi_index_names;test_rolling_axis_sum;test_rolling_axis_count;test_readonly_array;test_rolling_datetime;test_rolling_window_as_string;test_min_periods1;test_rolling_count_with_min_periods;test_rolling_count_default_min_periods_with_null_values;test_iter_rolling_dataframe;test_iter_rolling_on_dataframe;test_iter_rolling_on_dataframe_unordered;test_iter_rolling_series;test_iter_rolling_datetime;test_rolling_positional_argument;test_rolling_numerical_accuracy_kahan_mean;test_rolling_numerical_accuracy_kahan_sum;test_rolling_numerical_accuracy_jump;test_rolling_numerical_accuracy_small_values;test_rolling_numerical_too_large_numbers;test_rolling_mixed_dtypes_axis_1;test_rolling_axis_one_with_nan;test_rolling_axis_1_non_numeric_dtypes;test_rolling_on_df_transposed;test_rolling_period_index;test_rolling_sem;test_rolling_var_numerical_issues;test_timeoffset_as_window_parameter_for_corr;test_rolling_decreasing_indices;test_rolling_decreasing_indices_centered;test_rolling_center_nanosecond_resolution;test_rolling_non_monotonic;test_rolling_corr_timedelta_index;test_groupby_rolling_nan_included;test_rolling_skew_kurt_numerical_stability;test_rolling_skew_kurt_large_value_range;test_invalid_method;test_rolling_descending_date_order_with_offset;test_rolling_var_floating_artifact_precision;test_rolling_std_small_values;test_rolling_mean_all_nan_window_floating_artifacts;test_rolling_sum_all_nan_window_floating_artifacts;test_rolling_zero_window;test_rolling_float_dtype;test_rolling_numeric_dtypes;test_rank;test_rolling_quantile_np_percentile;test_rolling_quantile_interpolation_options;test_invalid_quantile_value;test_rolling_quantile_param;test_rolling_std_1obs;test_rolling_std_neg_sqrt;test_step_not_integer_raises;test_step_not_positive_raises;test_rolling_var_same_value_count_logic;test_rolling_mean_sum_floating_artifacts;test_rolling_skew_kurt_floating_artifacts;test_numeric_only_frame;test_numeric_only_corr_cov_frame;test_numeric_only_series;test_numeric_only_corr_cov_series;test_rolling_timedelta_window_non_nanoseconds
.venv/Lib/site-packages/pandas/tests/window/test_rolling_functions.py,,test_series;test_frame;test_time_rule_series;test_time_rule_frame;test_nans;test_nans_count;test_min_periods;test_min_periods_count;test_center;test_center_reindex_series;test_center_reindex_frame;test_rolling_functions_window_non_shrinkage;test_rolling_max_gh6297;test_rolling_max_resample;test_rolling_min_resample;test_rolling_median_resample;test_rolling_median_memory_error;test_rolling_min_max_numeric_types;test_moment_functions_zero_length
.venv/Lib/site-packages/pandas/tests/window/test_rolling_quantile.py,,scoreatpercentile;test_series;test_frame;test_time_rule_series;test_time_rule_frame;test_nans;test_min_periods;test_center;test_center_reindex_series;test_center_reindex_frame;test_keyword_quantile_deprecated
.venv/Lib/site-packages/pandas/tests/window/test_rolling_skew_kurt.py,,test_series;test_frame;test_time_rule_series;test_time_rule_frame;test_nans;test_min_periods;test_center;test_center_reindex_series;test_center_reindex_frame;test_rolling_skew_edge_cases;test_rolling_kurt_edge_cases;test_rolling_skew_eq_value_fperr;test_rolling_kurt_eq_value_fperr
.venv/Lib/site-packages/pandas/tests/window/test_timeseries_window.py,TestRollingTS,regular;ragged;test_nat_axis_error;test_arrow_datetime_axis
.venv/Lib/site-packages/pandas/tests/window/test_win_type.py,,win_types;win_types_special;test_constructor;test_invalid_constructor;test_invalid_constructor_wintype;test_constructor_with_win_type;test_agg_function_support;test_invalid_scipy_arg;test_constructor_with_win_type_invalid;test_window_with_args;test_win_type_with_method_invalid;test_consistent_win_type_freq;test_win_type_freq_return_none;test_win_type_not_implemented;test_cmov_mean;test_cmov_window;test_cmov_window_corner;test_cmov_window_frame;test_cmov_window_na_min_periods;test_cmov_window_regular;test_cmov_window_regular_linear_range;test_cmov_window_regular_missing_data;test_cmov_window_special;test_cmov_window_special_linear_range;test_weighted_var_big_window_no_segfault;test_rolling_center_axis_1
.venv/Lib/site-packages/pandas/tseries/__init__.py,,
.venv/Lib/site-packages/pandas/tseries/api.py,,
.venv/Lib/site-packages/pandas/tseries/frequencies.py,_FrequencyInferer;_TimedeltaFrequencyInferer,get_period_alias;infer_freq;_is_multiple;_maybe_add_count;is_subperiod;is_superperiod;_maybe_coerce_freq;_quarter_months_conform;_is_annual;_is_quarterly;_is_monthly;_is_weekly
.venv/Lib/site-packages/pandas/tseries/holiday.py,Holiday;HolidayCalendarMetaClass;AbstractHolidayCalendar;USFederalHolidayCalendar,next_monday;next_monday_or_tuesday;previous_friday;sunday_to_monday;weekend_to_monday;nearest_workday;next_workday;previous_workday;before_nearest_workday;after_nearest_workday;register;get_calendar;HolidayCalendarFactory
.venv/Lib/site-packages/pandas/tseries/offsets.py,,
.venv/Lib/site-packages/pandas/util/__init__.py,,__getattr__;capitalize_first_letter
.venv/Lib/site-packages/pandas/util/_decorators.py,Substitution;Appender,deprecate;deprecate_kwarg;_format_argument_list;future_version_msg;deprecate_nonkeyword_arguments;doc;indent
.venv/Lib/site-packages/pandas/util/_doctools.py,TablePlotter,main
.venv/Lib/site-packages/pandas/util/_exceptions.py,,rewrite_exception;find_stack_level;rewrite_warning
.venv/Lib/site-packages/pandas/util/_print_versions.py,,_get_commit_hash;_get_sys_info;_get_dependency_info;show_versions
.venv/Lib/site-packages/pandas/util/_test_decorators.py,,skip_if_installed;skip_if_no;parametrize_fixture_doc;mark_array_manager_not_yet_implemented
.venv/Lib/site-packages/pandas/util/_tester.py,,test
.venv/Lib/site-packages/pandas/util/_validators.py,,_check_arg_length;_check_for_default_values;validate_args;_check_for_invalid_keys;validate_kwargs;validate_args_and_kwargs;validate_bool_kwarg;validate_fillna_kwargs;validate_percentile;validate_ascending;validate_ascending;validate_ascending;validate_endpoints;validate_inclusive;validate_insert_loc;check_dtype_backend
.venv/Lib/site-packages/pandas/util/version/__init__.py,InfinityType;NegativeInfinityType;InvalidVersion;_BaseVersion;LegacyVersion;Version,parse;_parse_version_parts;_legacy_cmpkey;_parse_letter_version;_parse_local_version;_cmpkey
.venv/Lib/site-packages/pip/__init__.py,,main
.venv/Lib/site-packages/pip/__main__.py,,
.venv/Lib/site-packages/pip/__pip-runner__.py,PipImportRedirectingFinder,version_str
.venv/Lib/site-packages/pip/_internal/__init__.py,,main
.venv/Lib/site-packages/pip/_internal/build_env.py,_Prefix;BuildEnvironmentInstaller;SubprocessBuildEnvironmentInstaller;BuildEnvironment;NoOpBuildEnvironment,_dedup;get_runnable_pip;_get_system_sitepackages
.venv/Lib/site-packages/pip/_internal/cache.py,Cache;SimpleWheelCache;EphemWheelCache;CacheEntry;WheelCache,_hash_dict
.venv/Lib/site-packages/pip/_internal/cli/__init__.py,,
.venv/Lib/site-packages/pip/_internal/cli/autocompletion.py,,autocomplete;get_path_completion_type;auto_complete_paths
.venv/Lib/site-packages/pip/_internal/cli/base_command.py,Command,
.venv/Lib/site-packages/pip/_internal/cli/cmdoptions.py,PipOption,raise_option_error;make_option_group;check_dist_restriction;_path_option_check;_package_name_option_check;exists_action;extra_index_url;find_links;trusted_host;constraints;requirements;editable;_handle_src;_get_format_control;_handle_no_binary;_handle_only_binary;no_binary;only_binary;_convert_python_version;_handle_python_version;add_target_python_options;make_target_python;prefer_binary;_handle_no_cache_dir;_handle_dependency_group;_handle_no_use_pep517;_handle_config_settings;_handle_merge_hash;check_list_path_option
.venv/Lib/site-packages/pip/_internal/cli/command_context.py,CommandContextMixIn,
.venv/Lib/site-packages/pip/_internal/cli/index_command.py,SessionCommandMixin;IndexGroupCommand,_create_truststore_ssl_context;_pip_self_version_check
.venv/Lib/site-packages/pip/_internal/cli/main.py,,main
.venv/Lib/site-packages/pip/_internal/cli/main_parser.py,,create_main_parser;identify_python_interpreter;parse_command
.venv/Lib/site-packages/pip/_internal/cli/parser.py,PrettyHelpFormatter;UpdatingDefaultsHelpFormatter;CustomOptionParser;ConfigOptionParser,
.venv/Lib/site-packages/pip/_internal/cli/progress_bars.py,,_rich_download_progress_bar;_rich_install_progress_bar;_raw_progress_bar;get_download_progress_renderer;get_install_progress_renderer
.venv/Lib/site-packages/pip/_internal/cli/req_command.py,RequirementCommand,with_cleanup
.venv/Lib/site-packages/pip/_internal/cli/spinners.py,SpinnerInterface;InteractiveSpinner;NonInteractiveSpinner;RateLimiter;_PipRichSpinner,open_spinner;open_rich_spinner;hidden_cursor
.venv/Lib/site-packages/pip/_internal/cli/status_codes.py,,
.venv/Lib/site-packages/pip/_internal/commands/__init__.py,,create_command;get_similar_commands
.venv/Lib/site-packages/pip/_internal/commands/cache.py,CacheCommand,
.venv/Lib/site-packages/pip/_internal/commands/check.py,CheckCommand,
.venv/Lib/site-packages/pip/_internal/commands/completion.py,CompletionCommand,
.venv/Lib/site-packages/pip/_internal/commands/configuration.py,ConfigurationCommand,
.venv/Lib/site-packages/pip/_internal/commands/debug.py,DebugCommand,show_value;show_sys_implementation;create_vendor_txt_map;get_module_from_module_name;get_vendor_version_from_module;show_actual_vendor_versions;show_vendor_versions;show_tags;ca_bundle_info
.venv/Lib/site-packages/pip/_internal/commands/download.py,DownloadCommand,
